Residuals	lipocalin2_pg_ml_scaled	number_of_pups_scaled	weight_grams_scaled	genotype
GO:0050578|[MF] (R)-2-hydroxyacid dehydrogenase activity	0.938421287223741	7.57826975077328e-05	0.0450365718886864	0.0164663581900651	0
GO:0050660|[MF] flavin adenine dinucleotide binding	0.808296976566528	0.114602413066737	0.0769920657354365	0.000108544631298866	0
GO:0050661|[MF] NADP binding	0.704245449515245	0.162875320443394	0.127680572852734	0.000113707961809331	0.00508494922681756
GO:0050662|[MF] coenzyme binding	0.784799358098615	0.0145997050028632	0.115053192703801	0.0273830456492387	0.0581646985454819
GO:0050797|[MF] thymidylate synthase (FAD) activity	0.778464613282164	0.016545989547756	0.0370437039518205	0.167945693218259	0
GO:0050821|[BP] protein stabilization	0.930361513947256	0.0246320912803621	0.0425827249195946	0.00242366985278708	0
GO:0050897|[MF] cobalt ion binding	0.857758501100842	0.00434457473359411	0.0852201382356277	0.0526767859299361	0
GO:0050920|[BP] regulation of chemotaxis	0.711313908226638	0.14553784061208	0.127814635049968	0.015333616111314	0
GO:0050992|[BP] dimethylallyl diphosphate biosynthetic process	0.711535767907545	0.220594682997388	0.067433250917468	0.000436298177599967	0
GO:0051073|[MF] adenosylcobinamide-GDP ribazoletransferase activity	0.66478822506643	0.161274484796701	0.157072567302732	0.0168647228341376	0
GO:0051144|[BP] propanediol catabolic process	0.92461749337887	0.030691068247942	0.0307954936721138	0.0138959447010737	0
GO:0051188|[BP] cofactor biosynthetic process	0.609646852952731	0.160755896020043	0.218341499306194	0.0112557517210318	0
GO:0051191|[BP] prosthetic group biosynthetic process	0.875886754539916	0.0100977416388604	0.0427546320455726	0.071260871775651	0
GO:0051205|[BP] protein insertion into membrane	0.824690194020989	0.143283844339262	0.0129696685284385	0.0190562931113106	0
GO:0051213|[MF] dioxygenase activity	0.71626889313449	0.0964361401539918	0.0256112565200187	0.132071298903568	0.0296124112879309
GO:0051258|[BP] protein polymerization	0.81073309548178	0.0556148050534176	0.0907075473960392	0.0429445520687614	1.28643963551634e-15
GO:0051259|[BP] protein oligomerization	0.890719085214305	0.026480750044358	0.052878491281291	0.0299216734600457	0
GO:0051262|[BP] protein tetramerization	0.522477523123702	0.264653883437025	0.21085295084003	0.00201564259924328	0
GO:0051266|[MF] sirohydrochlorin ferrochelatase activity	0.980871010762946	0.0140316974675973	0.00488322389921174	0.000214067870244603	0
GO:0051276|[BP] chromosome organization	0.863368010077172	0.0698033931511373	0.0216747147151663	0.0451538820565246	0
GO:0051287|[MF] NAD binding	0.799301169366436	0.107643052647361	0.0721338402182936	0.00179620511318154	0.019125732654728
GO:0051301|[BP] cell division	0.788822489592333	0.0560399737400017	0.0636865567289091	0.0194733012113743	0.0719776787273821
GO:0051304|[BP] chromosome separation	0.813591430413642	0.124558225937507	0.0566220628600381	0.00522828078881301	0
GO:0051402|[BP] neuron apoptotic process	0.89178178272326	0.0756689196222518	0.0281155346431147	0.00443376301137356	0
GO:0051499|[MF] D-aminoacyl-tRNA deacylase activity	0.985999758960708	0.00681638096035257	0.00718329092838952	5.6915055036727e-07	0
GO:0051536|[MF] iron-sulfur cluster binding	0.80463815403841	0.128637100238803	0.0571306128542502	0.00959413286853721	0
GO:0051537|[MF] 2 iron, 2 sulfur cluster binding	0.910860662087064	0.0443499594008158	0.0437480829671074	0.00104129554501329	0
GO:0051538|[MF] 3 iron, 4 sulfur cluster binding	0.670062712096794	0.218474229267037	0.105833543720556	0.00562951491561353	0
GO:0051539|[MF] 4 iron, 4 sulfur cluster binding	0.758436636291723	0.161970534665114	0.0795701671677284	2.26618754348561e-05	2.48062224025257e-21
GO:0051603|[BP] proteolysis involved in cellular protein catabolic process	0.855856014831213	0.0903520445896954	0.0426032480867641	0.0111886924923277	0
GO:0051606|[BP] detection of stimulus	0.940313992761434	0.053514255088238	0.00157950123364757	0.00459225091668047	0
GO:0051607|[BP] defense response to virus	0.771382782651359	0.0878711305024716	0.136133533989531	0.00461255285663829	3.02322211511618e-20
GO:0051726|[BP] regulation of cell cycle	0.907906985516536	0.0706729121387561	0.00227081955906272	0.0191492827856453	9.26976070041001e-17
GO:0051745|[MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	0.711535767907545	0.220594682997388	0.067433250917468	0.000436298177599967	0
GO:0051775|[BP] response to redox state	0.698951490854244	0.000754917701462113	0.119587290528279	0.0307654907130657	0.149940810202949
GO:0051920|[MF] peroxiredoxin activity	0.792209404719628	0.0186114449075452	0.117353411713151	0.008528560915357	0.0632971777443187
GO:0051989|[MF] coproporphyrinogen dehydrogenase activity	0.865727924841736	0.0121600730382102	0.0584294586643295	0.0636825434557238	0
GO:0051991|[MF] UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity	0.597290404490628	0.00512416487314302	0.0108288919385712	0.0392426821898714	0.347513856507786
GO:0051992|[MF] UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity	0.815615050725842	0.00467691751810943	0.0313037532568942	0.0279251446836181	0.120479133815536
GO:0052381|[MF] tRNA dimethylallyltransferase activity	0.814172965023511	0.101845500169936	0.0262340312699006	0.0577475035366524	0
GO:0052547|[BP] regulation of peptidase activity	0.931855011652362	0.0136408177407335	0.000662217708308067	0.0538419528985968	0
GO:0052589|[MF] malate dehydrogenase (menaquinone) activity	0.88011359553069	0.000130513822744889	0.05480130534136	0.0649545853052052	0
GO:0052591|[MF] sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	0.837748226188531	0.0133822366083374	0.131145492695927	0.0177240445072045	0
GO:0052654|[MF] L-leucine transaminase activity	0.872066563318584	0.00272791278874407	0.0743562340622648	0.0508492898304073	0
GO:0052655|[MF] L-valine transaminase activity	0.872066563318584	0.00272791278874407	0.0743562340622648	0.0508492898304073	0
GO:0052656|[MF] L-isoleucine transaminase activity	0.872066563318584	0.00272791278874407	0.0743562340622648	0.0508492898304073	0
GO:0052657|[MF] guanine phosphoribosyltransferase activity	0.800525573453291	0.0316118259003047	0.0334054016542671	0.0251291874951109	0.109328011497026
GO:0052689|[MF] carboxylic ester hydrolase activity	0.721651916619788	0.10367768127515	0.159475429314324	0.0151949727907387	0
GO:0052692|[MF] raffinose alpha-galactosidase activity	0.876248010105481	0.0497675408199139	0.071400414723172	0.00258403435143269	0
GO:0052717|[MF] tRNA-specific adenosine-34 deaminase activity	0.779726733422848	0.118111798582273	0.0343540372879188	0.0678074307069608	0
GO:0052739|[MF] phosphatidylserine 1-acylhydrolase activity	0.879737422891748	0.00336162289988625	0.0946956365784172	0.0222053176299485	0
GO:0052740|[MF] 1-acyl-2-lysophosphatidylserine acylhydrolase activity	0.879737422891748	0.00336162289988625	0.0946956365784172	0.0222053176299485	0
GO:0052832|[MF] inositol monophosphate 3-phosphatase activity	0.938602317413461	0.00425223396933165	0.0517210716945614	0.00542437692264646	0
GO:0052833|[MF] inositol monophosphate 4-phosphatase activity	0.938602317413461	0.00425223396933165	0.0517210716945614	0.00542437692264646	0
GO:0052855|[MF] ADP-dependent NAD(P)H-hydrate dehydratase activity	0.6207044134644	0.281968815662779	0.0882890512256817	0.00903771964713938	0
GO:0052856|[MF] NADHX epimerase activity	0.921960343577406	0.0139401556105999	0.00905580314113696	0.00612415153917394	0.0489195461316831
GO:0052865|[BP] 1-deoxy-D-xylulose 5-phosphate biosynthetic process	0.728476807034646	0.00529752644292333	0.0628178704629956	0.00374996790389485	0.19965782815554
GO:0052906|[MF] tRNA (guanine(37)-N(1))-methyltransferase activity	0.866266905053998	0.00538688547885974	0.000192056433638295	0.0908730654475954	0.0372810875859088
GO:0052908|[MF] 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity	0.768795386243171	7.26611517986498e-05	0.000543219296965212	0.0169210807105641	0.213667652597501
GO:0052927|[MF] CTP:tRNA cytidylyltransferase activity	0.851819646575217	0.00230344849768726	0.144031343355742	0.00184556157135323	0
GO:0052928|[MF] CTP:3-cytidine-tRNA cytidylyltransferase activity	0.851819646575217	0.00230344849768726	0.144031343355742	0.00184556157135323	0
GO:0052929|[MF] ATP:3-cytidine-cytidine-tRNA adenylyltransferase activity	0.851819646575217	0.00230344849768726	0.144031343355742	0.00184556157135323	0
GO:0055036|[CC] virion membrane	0.924783759345162	0.0303804860760185	0.0444864590061681	0.000349295572651462	0
GO:0055052|[CC] ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	0.826244747740052	0.126468916039406	0.0205681010616427	0.0267182351588988	0
GO:0055070|[BP] copper ion homeostasis	0.909923712117904	0.0438208188476109	0.0109202997749573	0.0353351692595279	0
GO:0055072|[BP] iron ion homeostasis	0.832339742170772	0.138460903650123	0.0131706759811072	0.0160286781979975	0
GO:0055085|[BP] transmembrane transport	0.767063321278219	0.0671684571526957	0.0830393253420914	0.000749404805530088	0.0819794914214637
GO:0055093|[BP] response to hyperoxia	0.94810066500824	0.020585951667462	0.0290890057490815	0.00222437757521607	0
GO:0055114|[BP] oxidation-reduction process	0.863781035739565	0.121117779403659	0.0127209398380387	0.00238024501873706	0
GO:0055129|[BP] L-proline biosynthetic process	0.712596992485775	0.225799646031949	0.0587982622560881	0.00280509922618735	0
GO:0061597|[MF] cyclic pyranopterin monophosphate synthase activity	0.871717021511537	0.0989907155229695	2.24809450222805e-05	0.0292697820204713	0
GO:0061603|[MF] molybdenum cofactor guanylyltransferase activity	0.983131915580257	0.00202977172462502	0.000227207286095263	0.0146111054090225	0
GO:0061710|[MF] L-threonylcarbamoyladenylate synthase	0.82804127651673	0.131919803971867	0.00746579777854259	0.0325731217328612	0
GO:0061711|[MF] N(6)-L-threonylcarbamoyladenine synthase	0.822937365274494	0.0601748707975537	0.0846163002907755	0.0247361281420002	0.0075353354951764
GO:0065002|[BP] intracellular protein transmembrane transport	0.974608860980097	0.0085416465314558	0.0037512240056452	0.013098268482802	0
GO:0070006|[MF] metalloaminopeptidase activity	0.87937800893011	0.0154408564450481	0.0720389637289253	0.0129597122296888	0.0201824586662281
GO:0070008|[MF] serine-type exopeptidase activity	0.801076799370296	0.000843994065447759	0.0401734977791611	0.157905708785095	0
GO:0070009|[MF] serine-type aminopeptidase activity	0.891049273731617	0.0415155347816053	0.00357136398194721	0.0638638275048306	0
GO:0070011|[MF] peptidase activity, acting on L-amino acid peptides	0.897602263574587	0.0545976833894058	0.0080190083085277	0.0397810447274793	0
GO:0070038|[MF] rRNA (pseudouridine-N3-)-methyltransferase activity	0.85488016591132	0.106203359576834	0.0377079311469038	0.00120854336494159	0
GO:0070040|[MF] rRNA (adenine-C2-)-methyltransferase activity	0.900262515286211	0.0237850788988882	0.0203543249805798	0.0218607630989857	0.0337373177353355
GO:0070043|[MF] rRNA (guanine-N7-)-methyltransferase activity	0.674425594076966	0.0226524318489515	0.00503628909804183	0.0912646773095988	0.206621007666442
GO:0070062|[CC] extracellular exosome	0.949393387293629	0.0287205306654365	0.0216415934846248	0.00024448855630996	0
GO:0070084|[BP] protein initiator methionine removal	0.87937800893011	0.0154408564450481	0.0720389637289253	0.0129597122296888	0.0201824586662281
GO:0070180|[MF] large ribosomal subunit rRNA binding	0.740461925882798	0.0109517240008843	0.0574175875908895	0.0156476573294745	0.175521105195954
GO:0070181|[MF] small ribosomal subunit rRNA binding	0.93511436284246	0.00961354505484207	0.00442948045906665	0.0174243335923554	0.0334182780512761
GO:0070204|[MF] 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	0.780948233752103	0.210952018797939	0.0062686018778025	0.00183114557215556	0
GO:0070290|[MF] N-acylphosphatidylethanolamine-specific phospholipase D activity	0.878211435431255	0.0620285628983987	0.0297115771009717	0.0300484245693749	0
GO:0070395|[BP] lipoteichoic acid biosynthetic process	0.938826166697623	0.00519755448863171	0.0449365845519171	0.0110396942618284	0
GO:0070401|[MF] NADP+ binding	0.824829749117251	0.00796125070516452	0.00178598090327519	0.16542301927431	0
GO:0070402|[MF] NADPH binding	0.819778345222276	0.127101575346595	0.0246978047595112	0.000902947202151145	0.027519327469467
GO:0070403|[MF] NAD+ binding	0.745911242282828	0.164896044887121	0.0886830280559233	0.000509684774128369	0
GO:0070469|[CC] respiratory chain	0.778582212123183	0.0946682240289664	0.112662099366997	0.0140874644808528	0
GO:0070475|[BP] rRNA base methylation	0.75850960937476	0.0314135802592558	0.009644496440338	0.0349488792803477	0.165483434645299
GO:0070569|[MF] uridylyltransferase activity	0.967599266164528	0.0173563209005816	0.0145464806390063	0.000497932295883978	0
GO:0070626|[MF] (S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity	0.754012005946574	0.0279043030515625	0.217871751312067	0.000211939689796087	0
GO:0070677|[MF] rRNA (cytosine-2-O-)-methyltransferase activity	0.705353384217844	0.100926296914199	0.0680999686154876	0.00155041099458327	0.124069939257886
GO:0070694|[MF] deoxyribonucleoside 5-monophosphate N-glycosidase activity	0.936244599471397	0.00269001970566322	0.0153916127379138	0.0456737680850259	0
GO:0070814|[BP] hydrogen sulfide biosynthetic process	0.905534378634345	0.0177960290732884	0.023929489554416	0.0527401027379511	0
GO:0070929|[BP] trans-translation	0.734069441712491	0.0243279405282959	0.0529342511797674	0.0108105582632141	0.177857808316232
GO:0070981|[BP] L-asparagine biosynthetic process	0.860231051058451	0.062863100167926	0.000107026058703319	0.0668060471492297	0.00999277556569018
GO:0071266|[BP] de novo L-methionine biosynthetic process	0.944761819127403	0.0271962229089564	0.00103321444977963	0.027008743513861	0
GO:0071385|[BP] cellular response to glucocorticoid stimulus	0.905963920828155	0.0541518634064671	0.0250424745708967	0.014841741194481	0
GO:0071424|[MF] rRNA (cytosine-N4-)-methyltransferase activity	0.707498186675513	0.0387896525651048	0.00244821963078513	0.0381797774628098	0.213084163665788
GO:0071436|[BP] sodium ion export	0.66216174567614	0.164435985727947	0.172788782120906	0.000613486475007205	0
GO:0071470|[BP] cellular response to osmotic stress	0.894180566246352	0.00407392535609137	0.0392092832165699	0.062536225180987	0
GO:0071555|[BP] cell wall organization	0.723925778152706	0.0587787160209901	0.0458568063883063	0.00751521762334302	0.163923481814655
GO:0071705|[BP] nitrogen compound transport	0.934513718620837	0.0371753356434371	0.0212133307689247	0.00709761496680117	0
GO:0071897|[BP] DNA biosynthetic process	0.807136580538791	0.044583121987608	0.0116102619360166	0.0984189845748545	0.0382510509627295
GO:0071949|[MF] FAD binding	0.892966026497861	0.00416929925639041	0.02039503022296	0.082469644022789	0
GO:0071973|[BP] bacterial-type flagellum-dependent cell motility	0.713073941165816	0.20254859628866	0.0843771985676659	2.63977857996992e-07	0
GO:0072593|[BP] reactive oxygen species metabolic process	0.946005337689189	0.0296830315530507	0.00778741749325761	0.0165242132645027	0
GO:0075713|[BP] establishment of integrated proviral latency	0.927102767144436	0.0291542018123857	0.0435917133863203	0.000151317656858293	0
GO:0080130|[MF] L-phenylalanine:2-oxoglutarate aminotransferase activity	0.719610455734357	0.119991905001366	0.0943318511523358	0.0660657881119403	0
GO:0090071|[BP] negative regulation of ribosome biogenesis	0.791375646615307	0.13761333041287	0.0608206341162182	0.0101903888556054	0
GO:0090305|[BP] nucleic acid phosphodiester bond hydrolysis	0.922674601432845	0.000690597721762304	0.0148185399230353	0.0618162609223574	0
GO:0090614|[MF] 5-methylthioadenosine deaminase activity	0.755569705478947	0.0156222206418181	0.0323372058857288	0.0734250670901523	0.123045800903353
GO:0097056|[BP] selenocysteinyl-tRNA(Sec) biosynthetic process	0.911471263960053	0.00146617211649306	0.0243083160178017	0.0260657492246646	0.0366884986809881
GO:0097171|[BP] ADP-L-glycero-beta-D-manno-heptose biosynthetic process	0.915595806200269	0.0283067030095706	0.0392154000910417	0.0168820906991187	0
