Residuals	number_of_pups_scaled	weight_grams_scaled	genotype	lipocalin2_pg_ml_scaled
GO:0045333|[BP] cellular respiration	0.820012970079417	0.0922735405311885	0.0477230454184053	0.000617173205501844	0.0393732707654873
GO:0045454|[BP] cell redox homeostasis	0.702842896130118	0.251642798461905	0.0293206928538948	0	0.0161936125540822
GO:0045471|[BP] response to ethanol	0.697045838478764	0.00554024953111751	0.00890898805537089	0	0.288504923934747
GO:0045490|[BP] pectin catabolic process	0.941836869361769	0.0429134665100703	0.0114526752266959	0	0.0037969889014647
GO:0045493|[BP] xylan catabolic process	0.881319145183048	0.0615966472678309	0.0510743837334552	0	0.00600982381566605
GO:0045727|[BP] positive regulation of translation	0.802344277824098	6.15068606279053e-07	0.000930227765895437	0.195490425124424	0.00123445421697633
GO:0045892|[BP] negative regulation of transcription, DNA-templated	0.7767410202664	0.141645627510537	0.0677781646068119	0	0.0138351876162504
GO:0045910|[BP] negative regulation of DNA recombination	0.728286610978936	0.178638573497049	0.0780190246799797	0	0.0150557908440348
GO:0045936|[BP] negative regulation of phosphate metabolic process	0.757717818923557	0.153841220700323	0.0480080210569025	0.0380664667001095	0.00236647261910782
GO:0045944|[BP] positive regulation of transcription from RNA polymerase II promoter	0.681969447930902	0.263215239193488	0.000247791546876634	0	0.0545675213287331
GO:0045982|[BP] negative regulation of purine nucleobase metabolic process	0.886221107961185	0.103869809736892	0.00575530055914666	0	0.0041537817427768
GO:0046026|[MF] precorrin-4 C11-methyltransferase activity	0.91387549824219	0.0452577019203781	0.0364254612179779	0	0.00444133861945417
GO:0046034|[BP] ATP metabolic process	0.915798285387286	0.00186667340900428	0.0248768644585639	0.0567605802252063	0.00069759651993938
GO:0046039|[BP] GTP metabolic process	0.857781235546035	0.0204118940196518	0.0323763461034201	0.0797987076745315	0.00963181665636151
GO:0046080|[BP] dUTP metabolic process	0.814725856406255	0.127535995807175	0.0507208748206195	0	0.00701727296595027
GO:0046110|[BP] xanthine metabolic process	0.788432431716726	0.0810338609740105	0.0498004601417928	0	0.0807332471674711
GO:0046113|[BP] nucleobase catabolic process	0.911707604215929	0.0128583170427562	0.0226835113180864	0.0507554189757486	0.00199514844748016
GO:0046140|[BP] corrin biosynthetic process	0.890384197345215	0.0655783916160568	0.0403567167867191	0	0.00368069425200912
GO:0046167|[BP] glycerol-3-phosphate biosynthetic process	0.744625309078061	0.207559482142962	0.0475118925139123	0	0.000303316265065365
GO:0046168|[BP] glycerol-3-phosphate catabolic process	0.786560036375239	0.16524551197786	0.0478197635462883	0	0.00037468810061251
GO:0046174|[BP] polyol catabolic process	0.898296301108869	0.000553795821061844	0.0129285721571859	0	0.0882213309128835
GO:0046336|[BP] ethanolamine catabolic process	0.968079114687445	0.0104736244386033	0.0194946089532569	0	0.00195265192069523
GO:0046353|[MF] aminoglycoside 3-N-acetyltransferase activity	0.835456003353444	0.0953284253500097	0.0424558157216954	0	0.0267597555748509
GO:0046355|[BP] mannan catabolic process	0.809736404246967	0.139016046815998	0.050661809344016	0	0.000585739593018321
GO:0046373|[BP] L-arabinose metabolic process	0.818729800524593	0.0339765128067696	0.04911853804473	0.098130514201689	4.46344222183222e-05
GO:0046386|[BP] deoxyribose phosphate catabolic process	0.808169232810298	0.130097548329428	0.0469499569838895	0	0.0147832618763848
GO:0046392|[BP] galactarate catabolic process	0.897951113602311	0.00279968466279068	0.00407674630126335	0.000120018346044949	0.0950524370875901
GO:0046416|[BP] D-amino acid metabolic process	0.775800285730717	0.0157872728034088	0.0596264928783475	0.139960050897154	0.00882589769037333
GO:0046417|[BP] chorismate metabolic process	0.90626151910838	0.0383363201291169	0.0211222925121555	0.0294888868090646	0.00479098144128308
GO:0046428|[MF] 1,4-dihydroxy-2-naphthoate octaprenyltransferase activity	0.881881336469366	0.0526120251816146	0.0356385138898472	0	0.0298681244591723
GO:0046429|[MF] 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	0.848880359143402	0.025575000458232	0.0107748709589973	0.113590298225127	0.00117947121424198
GO:0046487|[BP] glyoxylate metabolic process	0.936406336935421	0.0114631510326745	0.0172710316609758	0.0230665856905202	0.0117928946804081
GO:0046496|[BP] nicotinamide nucleotide metabolic process	0.832630734668407	0.0382554807823605	0.12897000648574	0	0.000143778063492402
GO:0046523|[MF] S-methyl-5-thioribose-1-phosphate isomerase activity	0.895563738465563	0.0453049249037683	0.0184849198986062	0	0.0406464167320628
GO:0046537|[MF] 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	0.937766828390622	2.21074175789714e-05	0.0369505601342732	0	0.0252605040575257
GO:0046538|[MF] 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity	0.871336014023303	0.119520817340207	0.00772725571556936	0	0.0014159129209211
GO:0046556|[MF] alpha-L-arabinofuranosidase activity	0.883228929748673	0.0364087290403302	0.0598109768329653	0.0172615552623835	0.00328980911564792
GO:0046558|[MF] arabinan endo-1,5-alpha-L-arabinosidase activity	0.62188412719203	0.121919368404228	0.00752792575186391	0	0.248668578651878
GO:0046559|[MF] alpha-glucuronidase activity	0.979557059605471	0.0049489697456496	0.00803038916903662	0	0.00746358147984284
GO:0046654|[BP] tetrahydrofolate biosynthetic process	0.844774917723513	0.0057080146117554	0.053061147913867	0.0456959458576227	0.0507599738932421
GO:0046656|[BP] folic acid biosynthetic process	0.853607310170533	0.00934754407982477	0.0480841212104758	0.0131424999135204	0.0758185246256456
GO:0046677|[BP] response to antibiotic	0.848460020223657	0.0833917931067922	0.0467058832637065	0	0.0214423034058441
GO:0046685|[BP] response to arsenic-containing substance	0.913693599279637	0.0744337780252889	0.0005695141027964	0	0.011303108592278
GO:0046718|[BP] viral entry into host cell	0.768340989273229	0.00545427664262417	0.00310564265705869	0	0.223099091427088
GO:0046854|[BP] phosphatidylinositol phosphorylation	0.724000806604425	0.108723008809113	0.00203230337895097	0.160139013325899	0.00510486788161287
GO:0046855|[BP] inositol phosphate dephosphorylation	0.88147087046045	0.0491528085549942	0.0626140631293131	0	0.00676225785524212
GO:0046857|[MF] oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor	0.646579962846905	0.206817000285216	0.120508245437475	0	0.0260947914304043
GO:0046872|[MF] metal ion binding	0.837865676941315	0.0890155671939719	0.0548351411505712	9.06553883663637e-17	0.0182836147141417
GO:0046873|[MF] metal ion transmembrane transporter activity	0.88866041363335	0.0382694872828023	0.0319064995470091	0.0299772648129786	0.0111863347238605
GO:0046912|[MF] transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	0.845115738810918	0.0217796868336427	0.028319927975276	0.102479896246423	0.00230475013374064
GO:0046914|[MF] transition metal ion binding	0.79760287124486	0.0387588569186452	0.0182027609575574	0.14543551046058	4.18357492363317e-10
GO:0046917|[MF] triphosphoribosyl-dephospho-CoA synthase activity	0.678906364766407	0.0658395583645852	0.0103664440546976	0	0.24488763281431
GO:0046933|[MF] proton-transporting ATP synthase activity, rotational mechanism	0.790360139667046	0.144155854756362	0.0481086594569252	0	0.0173753461196667
GO:0046944|[BP] protein carbamoylation	0.989199451762721	0.00351449913334861	0.00263149214739538	0	0.00465455695653519
GO:0046952|[BP] ketone body catabolic process	0.913128005022326	0.00633165483480489	0.0303974795511108	0.0325027757856722	0.0176400848060863
GO:0046961|[MF] proton-transporting ATPase activity, rotational mechanism	0.731133421979792	0.22802526943037	0.0361445150183269	0	0.00469679357151069
GO:0046983|[MF] protein dimerization activity	0.646145361784362	0.00210626725591473	0.00361225113592818	0.218845421432187	0.129290698391609
GO:0046992|[MF] oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond	0.9114349143489	0.0548390459531828	0.0118118911971966	0	0.0219141485007202
GO:0047111|[MF] formate dehydrogenase (cytochrome-c-553) activity	0.820012970079417	0.0922735405311885	0.0477230454184053	0.000617173205501844	0.0393732707654873
GO:0047112|[MF] pyruvate oxidase activity	0.897204238101099	0.0859694550374555	0.015844987018214	0	0.000981319843231654
GO:0047134|[MF] protein-disulfide reductase activity	0.937878523516527	0.0166625956970075	0.0292655689861191	0	0.0161933118003467
GO:0047151|[MF] methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity	0.950651621847042	0.00395576280325862	1.32823784205516e-05	0	0.0453793329712789
GO:0047200|[MF] tetrahydrodipicolinate N-acetyltransferase activity	0.866662827409494	0.118842502595291	0.0133453553934197	0	0.00114931460179517
GO:0047244|[MF] N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity	0.836179669735164	0.140518832260933	0.0206165828851348	0	0.00268491511876834
GO:0047304|[MF] 2-aminoethylphosphonate-pyruvate transaminase activity	0.908508378673565	0.0648988600823293	0.0265531850048351	0	3.95762392702365e-05
GO:0047334|[MF] diphosphate-fructose-6-phosphate 1-phosphotransferase activity	0.916136508634643	0.0459037572668561	0.0294091379335897	0	0.00855059616491153
GO:0047343|[MF] glucose-1-phosphate cytidylyltransferase activity	0.904006024728063	0.00614241536899089	0.0403781410334941	0	0.0494734188694522
GO:0047348|[MF] glycerol-3-phosphate cytidylyltransferase activity	0.606747352021166	0.00391700091909704	0.089547161109158	0.214201343079525	0.0855871428710534
GO:0047355|[MF] CDP-glycerol glycerophosphotransferase activity	0.777840591633798	0.119123009760178	0.0400379019239413	0.0575675027466837	0.0054309939353989
GO:0047429|[MF] nucleoside-triphosphate diphosphatase activity	0.750498510425954	0.182033742487316	0.0604258415459163	0	0.00704190554081348
GO:0047451|[MF] 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity	0.954133868995225	0.0120052438071502	0.0335544574488096	0	0.000306429748814846
GO:0047456|[MF] 2-methylisocitrate dehydratase activity	0.768397783815077	0.0536928257669971	0.0091620645982442	0.161731781381392	0.00701554443828927
GO:0047465|[MF] N-acylglucosamine-6-phosphate 2-epimerase activity	0.748296678565637	0.166963469969723	0.0774095100262082	0	0.00733034143843166
GO:0047473|[MF] D-alanine-poly(phosphoribitol) ligase activity	0.859503317594602	0.129935494595074	0.0105032042057494	0	5.79836045745056e-05
GO:0047474|[MF] long-chain fatty acid luciferin component ligase activity	0.933033545199017	0.00211652266670228	0.0369539500474014	0	0.0278959820868794
GO:0047475|[MF] phenylacetate-CoA ligase activity	0.818505192351056	0.119289274815373	0.0376527236073945	0.0245483263950143	4.48283116269839e-06
GO:0047480|[MF] UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity	0.869676002044624	0.0776636602431478	0.0157795964195836	0.0267565935400746	0.0101241477525696
GO:0047516|[MF] 1,3-propanediol dehydrogenase activity	0.920076260086329	0.0696766969991104	0.00507732135705813	0	0.00516972155750297
GO:0047553|[MF] 2-oxoglutarate synthase activity	0.941109240319138	0.030127283402471	0.0259950013309623	1.31344190273396e-16	0.0027684749474288
GO:0047559|[MF] 3-dehydro-L-gulonate 2-dehydrogenase activity	0.769521624605819	0.0514378992028907	0.0720467681354956	0.0880354764146998	0.0189582316410952
GO:0047575|[MF] 4-carboxymuconolactone decarboxylase activity	0.952490721924278	0.0455027785260134	0.00133032302603952	0	0.000676176523669494
GO:0047590|[MF] 5-dehydro-2-deoxygluconokinase activity	0.858870984765542	0.0426167844546007	0.0254578720024991	0	0.0730543587773585
GO:0047605|[MF] acetolactate decarboxylase activity	0.860655971309995	0.108740269010094	0.0205015672719291	0	0.0101021924079817
GO:0047631|[MF] ADP-ribose diphosphatase activity	0.938991351007579	0.0279627296826452	0.029039895725418	0	0.00400602358435813
GO:0047632|[MF] agmatine deiminase activity	0.647513561509856	0.126088812342731	0.162345505191025	0.0609045729449744	0.00314754801141375
GO:0047733|[MF] CDP-glucose 4,6-dehydratase activity	0.963541613969476	0.0034006331561173	0.00455708072236574	0.01069232173653	0.017808350415511
GO:0047736|[MF] cellobiose epimerase activity	0.767620062136033	0.210019853111998	0.0156886448713272	0	0.00667143988064208
GO:0047738|[MF] cellobiose phosphorylase activity	0.596037203729478	0.00339235143904134	0.0026363375843548	0	0.397934107247126
GO:0047761|[MF] butyrate kinase activity	0.957656643273845	0.00591131195294283	0.00973820767368088	0	0.0266938370995316
GO:0047789|[MF] creatininase activity	0.92667224367898	0.00858118273547686	0.00458026778140589	0	0.0601663058041369
GO:0047850|[MF] diaminopimelate dehydrogenase activity	0.918622849463906	0.0417456651815475	0.0331160852575431	0.000813901409159156	0.00570149868784436
GO:0047952|[MF] glycerol-3-phosphate dehydrogenase [NAD(P)+] activity	0.775910932750668	0.191608631409269	0.0323400010125572	0	0.000140434827505709
GO:0047964|[MF] glyoxylate reductase activity	0.798185430256559	0.0255787270050088	0.166406769898622	0.0088721167432007	0.000956956096608835
GO:0047980|[MF] hippurate hydrolase activity	0.860846044453182	0.125373415003898	0.00750600577584204	0	0.0062745347670785
GO:0048029|[MF] monosaccharide binding	0.84442845264476	0.11985030766199	0.0354387271228546	0	0.000282512570395193
GO:0048037|[MF] cofactor binding	0.957931481837193	0.00120789552935992	0.0326143203498012	0	0.00824630228364531
GO:0048038|[MF] quinone binding	0.711182111508505	0.0777760117649412	0.00389856675645165	0.197910076967322	0.00923323300278098
GO:0048472|[MF] threonine-phosphate decarboxylase activity	0.899960531771901	0.0573441287784748	0.0384522943485043	0	0.00424304510112006
GO:0048500|[CC] signal recognition particle	0.92519391894024	0.00702934662813938	0.000113406136346504	0	0.0676633282952746
GO:0048529|[MF] magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	0.926809699843736	0.00354381431805546	0.0674641335051139	0	0.0021823523330948
GO:0050002|[MF] D-proline reductase (dithiol) activity	0.880626747232642	0.00273771920117467	0.00665215052349854	0	0.109983383042685
GO:0050082|[MF] maltose phosphorylase activity	0.929508610537139	0.000319509236659482	0.0670419492221747	0	0.00312993100402717
GO:0050096|[MF] methylaspartate ammonia-lyase activity	0.945137779027549	0.0451486674962661	0.000951219924262758	0	0.00876233355192251
GO:0050097|[MF] methylaspartate mutase activity	0.969042969768715	0.000418986966004519	0.0209584698456099	0	0.00957957341967044
GO:0050109|[MF] morphine 6-dehydrogenase activity	0.850617003680194	0.130918634258914	0.0178682004237813	0	0.000596161637110871
GO:0050112|[MF] inositol 2-dehydrogenase activity	0.904406595877723	0.0164729193903773	0.0478198469930995	0	0.0313006377388001
GO:0050114|[MF] myo-inosose-2 dehydratase activity	0.469824741679302	0.0123481503194806	0.296907564721164	0.187243718894316	0.0336758243857374
GO:0050118|[MF] N-acetyldiaminopimelate deacetylase activity	0.842347643236171	0.103670469087693	1.07958474226517e-05	0.0449351277101621	0.00903596411855118
GO:0050121|[MF] N-acylglucosamine 2-epimerase activity	0.671548503717971	0.048084598716831	0.18304492358689	0	0.0973219739783082
GO:0050136|[MF] NADH dehydrogenase (quinone) activity	0.606438787003167	0.0306201624488388	0.0174633280683833	0.321568994536907	0.0239087279427039
GO:0050144|[MF] nucleoside deoxyribosyltransferase activity	0.788624013831891	0.163885868701849	0.0151808062830668	0.0245480441737175	0.00776126700947509
GO:0050151|[MF] oleate hydratase activity	0.833821092439781	0.141391609990819	0.0197175898488243	0	0.00506970772057555
GO:0050182|[MF] phosphate butyryltransferase activity	0.891955817139157	0.0894093027501113	0.0178181541243552	0	0.000816725986376301
GO:0050188|[MF] phosphoenolpyruvate mutase activity	0.935536523542563	0.0428344762360431	0.0216163417061668	0	1.26585152267296e-05
GO:0050194|[MF] phosphonoacetaldehyde hydrolase activity	0.35089253125628	0.0943144690896418	0.00831267897533803	0.534778369695941	0.0117019509827997
GO:0050231|[MF] putrescine carbamoyltransferase activity	0.74141713044983	0.10117937562808	0.151802830889893	0	0.00560066303219694
